Date,Followers,Following,Engagement
2018-11-23,1200,-,1452,-,16.37
2018-11-25,1500,+300,1452,0,16.37
2018-11-26,2000,+500,1455,+3,15.90
2018-12-03,1878,-122,1615,+160,14.77
2018-12-03,1878,0,1615,0,14.77
2018-12-03,1878,0,1615,0,14.77
